"2020-10-11";"23:04:22";"WinControl (rev 1112) report file"
"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"0";"";"";"D";"";"Device Nr: #1, DIVING-PAM-II (UWFD0100A) ";""
"0";"2020-10-11";"20:27:21";"SCHS";"";"Chart start ";""
"2854005";"2020-10-11";"21:14:56";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2858005";"2020-10-11";"21:15:00";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2860575";"2020-10-11";"21:15:02";"F";"12136";"260";"697";"0";"0.627";"0.0"
"2863485";"2020-10-11";"21:15:05";"F";"12137";"281";"764";"0";"0.632";"0.0"
"2864005";"2020-10-11";"21:15:06";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2868005";"2020-10-11";"21:15:10";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2871965";"2020-10-11";"21:15:13";"F";"12138";"229";"763";"0";"0.700";"0.0"
"2876005";"2020-10-11";"21:15:18";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2876425";"2020-10-11";"21:15:18";"F";"12139";"202";"508";"0";"0.602";"0.0"
"2881005";"2020-10-11";"21:15:23";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2883545";"2020-10-11";"21:15:25";"F";"12140";"180";"390";"0";"0.538";"0.0"
"2888005";"2020-10-11";"21:15:30";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2904975";"2020-10-11";"21:15:46";"F";"12141";"205";"553";"0";"0.629";"0.0"
"2908005";"2020-10-11";"21:15:50";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2910775";"2020-10-11";"21:15:52";"F";"12142";"218";"644";"0";"0.661";"0.0"
"2914005";"2020-10-11";"21:15:56";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2923885";"2020-10-11";"21:16:05";"F";"12143";"192";"496";"0";"0.613";"0.0"
"2927635";"2020-10-11";"21:16:09";"F";"12144";"198";"560";"0";"0.646";"0.0"
"2928005";"2020-10-11";"21:16:10";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2932005";"2020-10-11";"21:16:14";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2932525";"2020-10-11";"21:16:14";"F";"12145";"263";"826";"0";"0.682";"0.0"
"2937005";"2020-10-11";"21:16:19";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2942585";"2020-10-11";"21:16:24";"F";"12146";"195";"518";"0";"0.624";"0.0"
"2947005";"2020-10-11";"21:16:29";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2959935";"2020-10-11";"21:16:41";"F";"12147";"207";"654";"0";"0.683";"0.0"
"2963705";"2020-10-11";"21:16:45";"F";"12148";"203";"582";"0";"0.651";"0.0"
"2964005";"2020-10-11";"21:16:46";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2968005";"2020-10-11";"21:16:50";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2973225";"2020-10-11";"21:16:55";"F";"12149";"250";"596";"0";"0.581";"0.0"
"2978005";"2020-10-11";"21:17:00";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2982655";"2020-10-11";"21:17:04";"F";"12150";"280";"703";"0";"0.602";"0.0"
"2987005";"2020-10-11";"21:17:09";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2999845";"2020-10-11";"21:17:21";"F";"12151";"213";"599";"0";"0.644";"0.0"
"3004005";"2020-10-11";"21:17:26";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3008025";"2020-10-11";"21:17:30";"F";"12152";"277";"854";"0";"0.676";"0.0"
"3011155";"2020-10-11";"21:17:33";"F";"12153";"213";"534";"0";"0.601";"0.0"
"3013005";"2020-10-11";"21:17:35";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3016005";"2020-10-11";"21:17:38";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3022835";"2020-10-11";"21:17:44";"F";"12154";"276";"800";"0";"0.655";"0.0"
"3026095";"2020-10-11";"21:17:48";"F";"12155";"235";"673";"0";"0.651";"0.0"
"3027005";"2020-10-11";"21:17:49";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3031005";"2020-10-11";"21:17:53";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3057555";"2020-10-11";"21:18:19";"F";"12156";"174";"511";"0";"0.659";"0.0"
"3062005";"2020-10-11";"21:18:24";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3062975";"2020-10-11";"21:18:24";"F";"12157";"194";"542";"0";"0.642";"0.0"
"3062980";"2020-10-11";"21:18:24";"SCHE";"";"Chart stop ";""
"3066005";"2020-10-11";"21:18:28";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3071000";"2020-10-11";"21:18:32";"SCHS";"";"Chart start ";""
"3071005";"2020-10-11";"21:18:33";"C";"";"File Nr. 481 | File Dev. ID #1, DIVING-PAM-II:  ";""
"3071010";"2020-10-11";"21:18:33";"SCHE";"";"Chart stop ";""
"3086005";"2020-10-11";"21:18:48";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3107000";"2020-10-11";"21:19:08";"SCHS";"";"Chart start ";""
"3107005";"2020-10-11";"21:19:09";"C";"";"File Nr. 482 | File Dev. ID #1, DIVING-PAM-II:  ";""
"3122325";"2020-10-11";"21:19:24";"F";"12158";"2";"14";"0";"-";"-"
"3127005";"2020-10-11";"21:19:29";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3132545";"2020-10-11";"21:19:34";"F";"12159";"5";"14";"0";"-";"-"
"3136005";"2020-10-11";"21:19:38";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3142065";"2020-10-11";"21:19:44";"F";"12160";"0";"21";"0";"-";"-"
"3146005";"2020-10-11";"21:19:48";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3152455";"2020-10-11";"21:19:54";"F";"12161";"6";"15";"0";"-";"-"
"3156005";"2020-10-11";"21:19:58";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3176665";"2020-10-11";"21:20:18";"F";"12162";"2";"14";"0";"-";"-"
"3180005";"2020-10-11";"21:20:22";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3188685";"2020-10-11";"21:20:30";"F";"12163";"7";"17";"0";"-";"-"
"3192005";"2020-10-11";"21:20:34";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3195115";"2020-10-11";"21:20:37";"F";"12164";"5";"17";"0";"-";"-"
"3199005";"2020-10-11";"21:20:41";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3202435";"2020-10-11";"21:20:44";"F";"12165";"7";"13";"0";"-";"-"
"3206005";"2020-10-11";"21:20:48";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3216525";"2020-10-11";"21:20:58";"F";"12166";"9";"15";"0";"-";"-"
"3220005";"2020-10-11";"21:21:02";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3222735";"2020-10-11";"21:21:04";"F";"12167";"6";"17";"0";"-";"-"
"3226005";"2020-10-11";"21:21:08";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3229805";"2020-10-11";"21:21:11";"F";"12168";"0";"11";"0";"-";"-"
"3233005";"2020-10-11";"21:21:15";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3238855";"2020-10-11";"21:21:20";"F";"12169";"0";"14";"0";"-";"-"
"3242005";"2020-10-11";"21:21:24";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3247025";"2020-10-11";"21:21:29";"F";"12170";"11";"11";"0";"-";"-"
"3251005";"2020-10-11";"21:21:33";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3255345";"2020-10-11";"21:21:37";"F";"12171";"3";"13";"0";"-";"-"
"3259005";"2020-10-11";"21:21:41";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3262025";"2020-10-11";"21:21:44";"F";"12172";"8";"21";"0";"-";"-"
"3266005";"2020-10-11";"21:21:48";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3270945";"2020-10-11";"21:21:52";"F";"12173";"5";"13";"0";"-";"-"
"3274005";"2020-10-11";"21:21:56";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3281845";"2020-10-11";"21:22:03";"F";"12174";"8";"15";"0";"-";"-"
"3285005";"2020-10-11";"21:22:07";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3291245";"2020-10-11";"21:22:13";"F";"12175";"8";"19";"0";"-";"-"
"3296005";"2020-10-11";"21:22:18";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3301315";"2020-10-11";"21:22:23";"F";"12176";"8";"16";"0";"-";"-"
"3305005";"2020-10-11";"21:22:27";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3309255";"2020-10-11";"21:22:31";"F";"12177";"2";"9";"0";"-";"-"
"3309260";"2020-10-11";"21:22:31";"SCHE";"";"Chart stop ";""
"3313005";"2020-10-11";"21:22:35";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
