"2020-10-07";"00:17:00";"WinControl (rev 1112) report file"
"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"0";"";"";"D";"";"Device Nr: #1, DIVING-PAM-II (UWFD0100A) ";""
"0";"2020-10-06";"21:00:01";"SCHS";"";"Chart start ";""
"4960005";"2020-10-06";"22:22:42";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.4 ";""
"4961265";"2020-10-06";"22:22:43";"F";"10069";"226";"666";"0";"0.661";"0.0"
"4966005";"2020-10-06";"22:22:48";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.4 ";""
"4972035";"2020-10-06";"22:22:54";"F";"10070";"151";"373";"0";"0.595";"0.0"
"4977005";"2020-10-06";"22:22:59";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.5 ";""
"4979195";"2020-10-06";"22:23:01";"F";"10071";"305";"682";"0";"0.553";"0.0"
"4984005";"2020-10-06";"22:23:06";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.6 ";""
"4987495";"2020-10-06";"22:23:09";"F";"10072";"264";"642";"0";"0.589";"0.0"
"4991005";"2020-10-06";"22:23:13";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.6 ";""
"4991375";"2020-10-06";"22:23:13";"F";"10073";"243";"669";"0";"0.637";"0.0"
"4996005";"2020-10-06";"22:23:18";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.6 ";""
"4996685";"2020-10-06";"22:23:18";"F";"10074";"338";"796";"0";"0.575";"0.0"
"5001005";"2020-10-06";"22:23:23";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.6 ";""
"5003145";"2020-10-06";"22:23:25";"F";"10075";"483";"860";"0";"0.438";"0.0"
"5007005";"2020-10-06";"22:23:29";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.7 ";""
"5007855";"2020-10-06";"22:23:29";"F";"10076";"441";"751";"0";"0.413";"0.0"
"5012005";"2020-10-06";"22:23:34";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.6 ";""
"5013855";"2020-10-06";"22:23:35";"F";"10077";"251";"571";"0";"0.560";"0.0"
"5017005";"2020-10-06";"22:23:39";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.7 ";""
"5020865";"2020-10-06";"22:23:42";"F";"10078";"195";"692";"0";"0.718";"0.0"
"5025005";"2020-10-06";"22:23:47";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.7 ";""
"5029585";"2020-10-06";"22:23:51";"F";"10079";"104";"294";"0";"0.646";"0.0"
"5033005";"2020-10-06";"22:23:55";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"5037075";"2020-10-06";"22:23:59";"F";"10080";"250";"1013";"0";"0.753";"0.0"
"5042005";"2020-10-06";"22:24:04";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"5044365";"2020-10-06";"22:24:06";"F";"10081";"199";"850";"0";"0.766";"0.0"
"5048005";"2020-10-06";"22:24:10";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"5050705";"2020-10-06";"22:24:12";"F";"10082";"393";"1023";"0";"0.616";"0.0"
"5055005";"2020-10-06";"22:24:17";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"5077675";"2020-10-06";"22:24:39";"F";"10083";"394";"647";"0";"0.391";"0.0"
"5082005";"2020-10-06";"22:24:44";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"5085885";"2020-10-06";"22:24:47";"F";"10084";"448";"701";"0";"0.361";"0.0"
"5089005";"2020-10-06";"22:24:51";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"5093705";"2020-10-06";"22:24:55";"F";"10085";"238";"585";"0";"0.593";"0.0"
"5097005";"2020-10-06";"22:24:59";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"5099595";"2020-10-06";"22:25:01";"F";"10086";"205";"756";"0";"0.729";"0.0"
"5103005";"2020-10-06";"22:25:05";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"5106395";"2020-10-06";"22:25:08";"F";"10087";"152";"728";"0";"0.791";"0.0"
"5111005";"2020-10-06";"22:25:13";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"5116085";"2020-10-06";"22:25:18";"F";"10088";"286";"557";"0";"0.487";"0.0"
"5121005";"2020-10-06";"22:25:23";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"5124655";"2020-10-06";"22:25:26";"F";"10089";"304";"714";"0";"0.574";"0.0"
"5129005";"2020-10-06";"22:25:31";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"5173665";"2020-10-06";"22:26:15";"F";"10090";"484";"937";"0";"0.483";"0.0"
"5178005";"2020-10-06";"22:26:20";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.2 ";""
"5180925";"2020-10-06";"22:26:22";"F";"10091";"460";"877";"0";"0.475";"0.0"
"5184005";"2020-10-06";"22:26:26";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.2 ";""
"5188445";"2020-10-06";"22:26:30";"F";"10092";"501";"794";"0";"0.369";"0.0"
"5192555";"2020-10-06";"22:26:34";"F";"10093";"440";"807";"0";"0.455";"0.0"
"5193005";"2020-10-06";"22:26:35";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.2 ";""
"5197005";"2020-10-06";"22:26:39";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.2 ";""
"5199205";"2020-10-06";"22:26:41";"F";"10094";"244";"734";"0";"0.668";"0.0"
"5204005";"2020-10-06";"22:26:46";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.3 ";""
"5206465";"2020-10-06";"22:26:48";"F";"10095";"255";"808";"0";"0.684";"0.0"
"5210005";"2020-10-06";"22:26:52";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.3 ";""
"5211485";"2020-10-06";"22:26:53";"F";"10096";"148";"624";"0";"0.763";"0.0"
"5216005";"2020-10-06";"22:26:58";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.3 ";""
"5216315";"2020-10-06";"22:26:58";"F";"10097";"207";"588";"0";"0.648";"0.0"
"5221005";"2020-10-06";"22:27:03";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 32.3 ";""
"5221755";"2020-10-06";"22:27:03";"F";"10098";"183";"635";"0";"0.712";"0.0"
"5226005";"2020-10-06";"22:27:08";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.3 ";""
"5234605";"2020-10-06";"22:27:16";"F";"10099";"343";"793";"0";"0.567";"0.0"
"5239005";"2020-10-06";"22:27:21";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.4 ";""
"5270905";"2020-10-06";"22:27:52";"F";"10100";"160";"392";"0";"0.592";"0.0"
"5270910";"2020-10-06";"22:27:52";"SCHE";"";"Chart stop ";""
"5274005";"2020-10-06";"22:27:56";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.4 ";""
