"2020-10-07";"00:23:11";"WinControl (rev 1112) report file"
"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"0";"";"";"D";"";"Device Nr: #1, DIVING-PAM-II (UWFD0100A) ";""
"0";"2020-10-06";"20:00:14";"SCHS";"";"Chart start ";""
"3282005";"2020-10-06";"20:54:57";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3283065";"2020-10-06";"20:54:58";"F";"9674";"303";"776";"0";"0.610";"0.0"
"3288005";"2020-10-06";"20:55:03";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3306465";"2020-10-06";"20:55:21";"F";"9675";"477";"1262";"0";"0.622";"0.0"
"3311005";"2020-10-06";"20:55:26";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3314615";"2020-10-06";"20:55:29";"F";"9676";"472";"1312";"0";"0.640";"0.0"
"3319005";"2020-10-06";"20:55:34";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3324855";"2020-10-06";"20:55:39";"F";"9677";"198";"696";"0";"0.716";"0.0"
"3328005";"2020-10-06";"20:55:43";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3330415";"2020-10-06";"20:55:45";"F";"9678";"289";"864";"0";"0.666";"0.0"
"3335005";"2020-10-06";"20:55:50";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3338995";"2020-10-06";"20:55:53";"F";"9679";"188";"992";"0";"0.810";"0.0"
"3343005";"2020-10-06";"20:55:58";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3350535";"2020-10-06";"20:56:05";"F";"9680";"298";"727";"0";"0.590";"0.0"
"3354005";"2020-10-06";"20:56:09";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3357845";"2020-10-06";"20:56:12";"F";"9681";"461";"1262";"0";"0.635";"0.0"
"3362005";"2020-10-06";"20:56:17";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3366555";"2020-10-06";"20:56:21";"F";"9682";"321";"899";"0";"0.643";"0.0"
"3371005";"2020-10-06";"20:56:26";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3373195";"2020-10-06";"20:56:28";"F";"9683";"283";"790";"0";"0.642";"0.0"
"3378005";"2020-10-06";"20:56:33";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3380775";"2020-10-06";"20:56:35";"F";"9684";"104";"536";"0";"0.806";"0.0"
"3385005";"2020-10-06";"20:56:40";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3389935";"2020-10-06";"20:56:44";"F";"9685";"260";"579";"0";"0.551";"0.0"
"3394005";"2020-10-06";"20:56:49";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3397435";"2020-10-06";"20:56:52";"F";"9686";"273";"719";"0";"0.620";"0.0"
"3402005";"2020-10-06";"20:56:57";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3405095";"2020-10-06";"20:57:00";"F";"9687";"320";"1140";"0";"0.719";"0.0"
"3410005";"2020-10-06";"20:57:05";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"3412535";"2020-10-06";"20:57:07";"F";"9688";"301";"976";"0";"0.692";"0.0"
"3416005";"2020-10-06";"20:57:11";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"3436865";"2020-10-06";"20:57:31";"F";"9689";"363";"1144";"0";"0.683";"0.0"
"3441005";"2020-10-06";"20:57:36";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3442165";"2020-10-06";"20:57:37";"F";"9690";"375";"1036";"0";"0.638";"0.0"
"3446005";"2020-10-06";"20:57:41";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3452925";"2020-10-06";"20:57:47";"F";"9691";"115";"998";"0";"0.885";"0.0"
"3456005";"2020-10-06";"20:57:51";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3457725";"2020-10-06";"20:57:52";"F";"9692";"391";"999";"0";"0.609";"0.0"
"3462005";"2020-10-06";"20:57:57";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3464455";"2020-10-06";"20:57:59";"F";"9693";"322";"978";"0";"0.671";"0.0"
"3469005";"2020-10-06";"20:58:04";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 32.0 ";""
"3477305";"2020-10-06";"20:58:12";"F";"9694";"148";"938";"0";"0.842";"0.0"
"3482005";"2020-10-06";"20:58:17";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3488295";"2020-10-06";"20:58:23";"F";"9695";"168";"525";"0";"0.680";"0.0"
"3493005";"2020-10-06";"20:58:28";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3506155";"2020-10-06";"20:58:41";"F";"9696";"257";"1070";"0";"0.760";"0.0"
"3511005";"2020-10-06";"20:58:46";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3516165";"2020-10-06";"20:58:51";"F";"9697";"375";"1133";"0";"0.669";"0.0"
"3520005";"2020-10-06";"20:58:55";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"3524825";"2020-10-06";"20:58:59";"F";"9698";"353";"934";"0";"0.622";"0.0"
"3529005";"2020-10-06";"20:59:04";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3532475";"2020-10-06";"20:59:07";"F";"9699";"330";"930";"0";"0.645";"0.0"
"3537005";"2020-10-06";"20:59:12";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"3541695";"2020-10-06";"20:59:16";"F";"9700";"223";"534";"0";"0.582";"0.0"
"3546005";"2020-10-06";"20:59:21";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"3549355";"2020-10-06";"20:59:24";"F";"9701";"246";"580";"0";"0.576";"0.0"
"3549360";"2020-10-06";"20:59:24";"SCHE";"";"Chart stop ";""
"3554005";"2020-10-06";"20:59:29";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
